slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۰۹,۱۳۹۴,۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲۶٬۶۰۶٬۰۰۰ تومان,۱۲ از ۱۵,۲,1,1,1,1,,,gYBKB9Sn
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۲۰,۱۴۰۰,۱٬۳۲۰٬۰۰۰٬۰۰۰ تومان,۱۱٬۰۰۰٬۰۰۰ تومان,۸,۳,1,1,1,1,35.743506673982,51.153903335966,gYAmfEJk
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۱۳,۱۳۹۸,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۵٬۳۹۸٬۰۰۰ تومان,۱۱,۲,1,1,1,1,,,gYAudkqy
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۶۲,۱۴۰۰,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۲۷٬۱۶۰٬۰۰۰ تومان,۷,۳,1,1,1,1,35.754364,51.138702,gYAetY7D
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۰۶,۱۳۹۹,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳۹٬۶۲۳٬۰۰۰ تومان,۱,۲,1,1,1,1,35.755634,51.148056,gYAOt0Wp
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۷۴,۱۳۹۸,۵٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۳۲٬۷۵۹٬۰۰۰ تومان,۸,۳,1,1,1,1,,,gYAG9ubz
apartment-sell,آپارتمان,تهران,شریف,tehran,۳۴۰,۱۳۹۸,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳۳٬۸۲۴٬۰۰۰ تومان,۲۰,۴,1,1,1,1,35.748653,51.15166,gYAia-AS
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۶۲,۱۴۰۰,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۲۷٬۱۶۰٬۰۰۰ تومان,۷,۳,1,1,1,1,,,gY-tjWLj
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۱۲,۱۴۰۰,۴٬۳۶۸٬۰۰۰٬۰۰۰ تومان,۳۹٬۰۰۰٬۰۰۰ تومان,۳,۲,1,1,1,1,,,gYA-oWBB
apartment-sell,آپارتمان,تهران,شریف,tehran,۸۰,۱۳۹۸,توافقی,,۷,۱,1,1,1,1,,,gYA2S9k0
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۹۲,۱۳۹۸,توافقی,,۱,۳,1,1,1,1,,,gYAWz5VE
apartment-sell,آپارتمان,تهران,شریف,tehran,۱۲۴,۱۳۹۸,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۳۴٬۶۷۷٬۰۰۰ تومان,۱۲,۳,1,1,1,1,,,gY0hzRhr
