slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۸,۱۳۹۶,۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۷۴٬۴۹۰٬۰۰۰ تومان,۲,۲,1,1,1,1,,,gYeVFGKX
apartment-sell,آپارتمان,تهران,قلهک,tehran,۶۵,۱۳۹۵,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۸۴۶٬۰۰۰ تومان,۵,۱,1,1,1,1,,,gYByg-yl
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۰۱,۱۳۸۵,۴٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۰۴۰٬۰۰۰ تومان,۴ از ۴,۲,,1,1,1,,,gYBOwyh2
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۱۳,۱۳۹۴,۷٬۳۹۰٬۰۰۰٬۰۰۰ تومان,۶۵٬۳۹۸٬۰۰۰ تومان,۴ از ۵,۲,1,1,,1,,,gYil3ppC
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۴۵,۱۳۹۳,۱۰٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۱۰۳٬۰۰۰ تومان,۴,۳,1,1,1,1,,,gYAmfLvL
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۲۶,۱۳۸۳,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۷٬۴۶۰٬۰۰۰ تومان,۱,۳,1,1,1,1,,,gYASQvW7
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۱۲,۱۳۹۹,۷٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۹۸۲٬۰۰۰ تومان,۱ از ۵,۲,1,1,1,1,,,gYASP0Cv
apartment-sell,آپارتمان,تهران,قلهک,tehran,۸۰,۱۳۸۹,۶٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۸۰٬۰۰۰٬۰۰۰ تومان,۱,۱,1,1,1,1,,,gYACPtkJ
apartment-sell,آپارتمان,تهران,قلهک,tehran,۲۰۹,۱۳۸۸,۱۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۶۸٬۴۲۱٬۰۰۰ تومان,۵ از ۵,۳,1,1,1,1,,,gY21gEgO
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۸۰,۱۳۸۹,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۶۷٬۷۷۸٬۰۰۰ تومان,همکف از ۵,۳,1,1,1,1,,,gY2NCmwG
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۲۴,۱۳۸۵,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۴۸۴٬۰۰۰ تومان,۲ از ۴,۲,1,1,1,1,,,gYAeO8nZ
apartment-sell,آپارتمان,تهران,قلهک,tehran,۵۱,۱۳۸۰,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۹٬۲۱۶٬۰۰۰ تومان,زیرهمکف از ۵,۱,1,,1,1,,,gYAWOroa
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۸۶,۱۳۸۶,۱۲٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۶۹٬۶۲۴٬۰۰۰ تومان,۱ از ۵,۳,1,1,1,1,,,gYuhW9wi
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۷۵,۱۳۹۰,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۱٬۴۲۹٬۰۰۰ تومان,۴,۳,1,1,1,1,,,gY2JgQ6k
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۹,۱۳۹۴,۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۶۶٬۶۶۷٬۰۰۰ تومان,۱,۳,1,1,1,1,,,gYhBhwqY
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۴۶,۱۴۰۰,۱۱٬۹۷۲٬۰۰۰٬۰۰۰ تومان,۸۲٬۰۰۰٬۰۰۰ تومان,۳ از ۵,۳,1,1,1,1,,,gYAOtQkq
apartment-sell,آپارتمان,تهران,قلهک,tehran,۸۰,۱۳۸۵,۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۴۸٬۷۵۰٬۰۰۰ تومان,۴,۲,,1,1,1,35.77923,51.44587,gY4h7Tsl
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۰,۱۳۹۴,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶۶٬۶۶۷٬۰۰۰ تومان,۳ از ۴,۲,1,1,1,1,,,gYm5W8Ln
apartment-sell,آپارتمان,تهران,قلهک,tehran,۷۰,۱۳۸۵,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۷۱۴٬۰۰۰ تومان,۴,۲,,,1,1,,,gY_dqDPW
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۱۴,۱۴۰۰,توافقی,,۱,۲,1,1,1,1,,,gY_p-Feg
apartment-sell,آپارتمان,تهران,قلهک,tehran,۶۸,۱۴۰۰,۴٬۲۱۶٬۰۰۰٬۰۰۰ تومان,۶۲٬۰۰۰٬۰۰۰ تومان,۱ از ۱۰,۱,1,1,1,1,,,gYAe7wfm
apartment-sell,آپارتمان,تهران,قلهک,tehran,۵۸,۱۴۰۰,۴٬۲۹۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۹۶۶٬۰۰۰ تومان,۵ از ۸,۱,1,1,1,1,,,gY1JAU6b
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۲۵,۱۳۸۶,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۶۵٬۶۰۰٬۰۰۰ تومان,۱,۳,1,1,1,1,,,gY3ZWB-e
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۵۰,۱۴۰۰,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۸۱٬۳۳۳٬۰۰۰ تومان,۵,۳,1,1,1,1,35.771201225177,51.438101853909,gY790Foq
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۱۷,۱۳۸۵,۶٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۵۴٬۲۷۴٬۰۰۰ تومان,۱,۲,1,1,1,1,,,gYAC7M1B
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۳۰,۱۳۸۲,توافقی,,۲ از ۵,۳,1,1,1,1,,,gYAu6lkb
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۰,۱۳۹۰,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۱٬۱۱۱٬۰۰۰ تومان,۴,۲,1,1,1,1,,,gY7xVfBJ
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۲۷,۱۳۹۰,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۵۶۷٬۰۰۰ تومان,۱ از ۵,۲,1,1,1,1,35.77258,51.440857,gY2B4BUA
apartment-sell,آپارتمان,تهران,قلهک,tehran,۷۲,۱۳۸۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۲٬۵۰۰٬۰۰۰ تومان,۳,۱,1,1,1,1,,,gY_lSLlj
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۳۰,۱۳۸۲,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۳٬۸۴۶٬۰۰۰ تومان,زیرهمکف,۲,1,1,1,1,,,gY_R0bF9
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۱۸,۱۳۸۸,توافقی,,۲,۲,1,1,1,1,,,gY9hxtDh
apartment-sell,آپارتمان,تهران,قلهک,tehran,۷۰,۱۳۸۵,۳٬۱۷۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۲۸۶٬۰۰۰ تومان,۳,۲,,,1,1,,,gY_x4AFs
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۶۵,۱۳۸۵,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۷۲٬۷۲۷٬۰۰۰ تومان,۱,۳,1,1,1,1,,,gYA-5sV_
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۱۲,۱۳۹۴,توافقی,,۴ از ۵,۲,1,1,,1,,,gY0pP_I-
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۶۵,۱۳۸۳,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۳٬۶۳۶٬۰۰۰ تومان,۱ از ۵,۳,1,1,1,1,35.770866,51.44205,gY5dxdgg
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۰۰,۱۴۰۰,۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۲,1,1,1,1,35.773476,51.43769,gY_JMtJn
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۴۵,۱۳۸۵,۸٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,۲,۳,1,1,1,1,,,gY8paxgQ
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۸۵,۱۳۸۶,توافقی,,۱,۳,1,1,1,1,,,gYqhDycm
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۰,۱۳۸۰,۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۶۶۷٬۰۰۰ تومان,۱,۲,,1,1,1,,,gY8lt66D
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۹,۱۳۸۵,۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۵۹٬۵۹۶٬۰۰۰ تومان,۲,۲,1,1,1,1,35.765627556323,51.444715261459,gYfR-VMf
apartment-sell,آپارتمان,تهران,قلهک,tehran,۵۱,۱۳۸۳,۲٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۵۷٬۸۴۳٬۰۰۰ تومان,همکف,۱,1,,1,1,,,gY-VwQP7
apartment-sell,آپارتمان,تهران,قلهک,tehran,۷۹,۱۳۹۷,۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۸۴٬۸۱۰٬۰۰۰ تومان,۴,۲,1,1,1,1,,,gY9VvGnJ
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۰۱,۱۴۰۰,توافقی,,۵ از ۵,۲,1,1,1,1,,,gYv9pL83
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۷,۱۳۹۸,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۷۴٬۲۲۷٬۰۰۰ تومان,۲,۲,1,1,1,1,,,gYAa33Dp
apartment-sell,آپارتمان,تهران,قلهک,tehran,۷۲,۱۴۰۰,۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶۹٬۴۴۴٬۰۰۰ تومان,۲,۲,1,1,1,1,,,gY81L4PT
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۲۵,۱۳۷۷,۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۴۰۰٬۰۰۰ تومان,۱ از ۴,۳,1,1,1,1,35.77431,51.442646,gYAOQyKJ
apartment-sell,آپارتمان,تهران,قلهک,tehran,۱۴۲,۱۳۹۴,توافقی,,۴ از ۵,۳,1,1,1,1,,,gY_l9Zae
apartment-sell,آپارتمان,تهران,قلهک,tehran,۹۳,۱۳۹۷,توافقی,,۵,۲,1,1,1,1,,,gY_F9Gp7
