slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۶۲,۱۴۰۰,۱٬۲۲۰٬۰۰۰٬۰۰۰ تومان,۱۹٬۶۷۷٬۰۰۰ تومان,۱ از ۳,۲,1,1,1,1,35.69524,51.182774,gYAm-rOl
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۱۲۰,۱۳۹۹,توافقی,,۳,۳,1,1,1,1,35.671265,51.185844,gYASMMHv
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۸۰,۱۴۰۰,۱٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۱۴٬۳۷۵٬۰۰۰ تومان,۲,۲,1,1,1,1,35.661957,51.178925,gY_hYH7d
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۹۵,۱۴۰۰,توافقی,,۱,۳,1,1,1,1,35.671314,51.185802,gY-VYohw
apartment-sell,آپارتمان,تهران,جنت‌آباد شمالی,tehran,۱۱۷,۱۳۹۷,۵٬۹۶۷٬۰۰۰٬۰۰۰ تومان,۵۱٬۰۰۰٬۰۰۰ تومان,۳,۳,1,1,1,1,,,gY-1X395
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۱۴۶,۱۴۰۰,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۳٬۰۱۴٬۰۰۰ تومان,۴,۳,1,1,1,1,35.66025,51.177525,gY-Fn_xk
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۱۰۰,۱۳۸۲,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰٬۰۰۰٬۰۰۰ تومان,۲,۲,,,1,1,,,gY-R1FjP
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۱۵۰,۱۳۷۴,توافقی,,۳ از ۳,۳,,1,,1,,,gY4d9Hqr
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۷۵,۱۴۰۰,۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۶٬۰۰۰٬۰۰۰ تومان,۲,۲,1,1,1,1,35.664275855991,51.179886925912,gY-tSTkc
apartment-sell,آپارتمان,تهران,شهرک دانشگاه تهران,tehran,۱۰۰,۱۳۹۹,۱٬۵۴۵٬۰۰۰٬۰۰۰ تومان,۱۵٬۴۵۰٬۰۰۰ تومان,۵,۲,1,1,1,1,35.66682,51.183147,gY9NBDfb
