slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۹۰,۱۳۸۴,توافقی,,همکف از ۴,۲,,,1,1,,,gYB2QDZq
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۱۶۷,۱۴۰۰,۹٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۵۴٬۷۹۰٬۰۰۰ تومان,۴ از ۶,۳,1,1,1,1,,,gYBaAC99
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۲۱۰,۱۳۸۸,۱۰٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴۹٬۰۴۸٬۰۰۰ تومان,۳ از ۵,۳,1,1,1,1,,,gYBSwVwx
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۹۴,۱۴۰۰,۵٬۶۴۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,۳,۲,1,1,1,1,,,gYBKgtBY
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۴۶,۱۳۸۸,۱٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۳۶٬۹۵۷٬۰۰۰ تومان,۳ از ۴,۲,1,1,1,1,,,gYBGA53s
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۶۰,۱۳۹۱,۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۳۸٬۳۳۳٬۰۰۰ تومان,۳,۱,,1,1,1,,,gYBCAAyP
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۹۵,۱۳۹۸,۴٬۴۲۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۵۲۶٬۰۰۰ تومان,۱,۲,1,,1,1,,,gYA6_mQY
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۸۰,۱۳۹۷,توافقی,,۴,۲,1,,,1,,,gYA2P6md
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۵۷,۱۳۸۲,۱٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۲۳٬۶۸۴٬۰۰۰ تومان,۴,۱,,,1,1,,,gYA2_2Av
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۵۸,۱۳۸۳,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۳۱٬۸۹۷٬۰۰۰ تومان,۳ از ۴,۱,,,1,1,,,gYAyfjVD
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۸۷,۱۳۸۵,۳٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۳۹٬۶۵۵٬۰۰۰ تومان,۵,۲,1,1,1,1,,,gY3hls3e
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۱۶۸,۱۴۰۰,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۵۴٬۱۶۷٬۰۰۰ تومان,۴ از ۶,۳,1,1,1,1,,,gYeBrTZx
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۱۱۸,۱۳۹۷,۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴۴٬۹۱۵٬۰۰۰ تومان,۳,۳,1,1,1,1,,,gYAa_LbZ
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۱۹۷,۱۳۸۰,۸٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۴۳۱٬۰۰۰ تومان,۱ از ۵,۳,1,1,1,1,,,gYAKvvI-
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۱۶۵,۱۴۰۰,توافقی,,۴,۳,1,1,1,1,,,QYZT1Ehs
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۱۰۰,۱۴۰۰,۱٬۲۳۰٬۰۰۰٬۰۰۰ تومان,۱۲٬۳۰۰٬۰۰۰ تومان,۴,۲,1,1,1,1,35.701847,51.47983,gYoxCCEK
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۹۰,۱۳۸۵,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۳۴٬۴۴۴٬۰۰۰ تومان,۵,۲,1,1,,1,,,gYAK-U6M
apartment-sell,آپارتمان,تهران,نیرو هوایی,tehran,۸۲,۱۳۸۵,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۴٬۳۹۰٬۰۰۰ تومان,۴,۲,,,1,1,,,gYACemuO
