slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۴۱,۱۳۸۶,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۵۲٬۱۲۸٬۰۰۰ تومان,۸,۳,1,1,1,1,,,gY6B2kAQ
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۷۵,۱۴۰۰,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴,۲,1,1,,1,35.777775,51.48803,gYA6_mGr
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۴۳,۱۳۸۳,توافقی,,۲ از ۵,۳,1,1,1,1,,,gYAGvznY
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۱۷,۱۳۹۶,۷٬۶۱۵٬۰۰۰٬۰۰۰ تومان,۶۵٬۰۸۵٬۰۰۰ تومان,۳,۳,1,1,1,1,,,gY6R3wUq
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۵۰,۱۳۸۰,توافقی,,همکف از ۴,۳,1,1,1,1,,,gYAaLav7
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۳۰۰,۱۳۹۶,توافقی,,۱۲ از ۱۲,۴,1,1,1,1,35.770836,51.48398,gY_p1fC3
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۱۶,۱۴۰۰,توافقی,,۸,۲,1,1,1,1,,,gYf1Zwc0
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۱۷,۱۳۹۷,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۹۵۷٬۰۰۰ تومان,۳,۳,1,1,1,1,35.776565307875,51.483907699585,gYACrv4c
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۰۲,۱۳۹۹,۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۳۳۳٬۰۰۰ تومان,۳,۲,1,1,1,1,35.778015,51.48761,gYpZjLJZ
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۱۷,۱۳۹۵,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۶۵٬۸۱۲٬۰۰۰ تومان,۴ از ۴,۳,1,1,1,1,35.772984,51.483982,gYA65CG_
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۳۲,۱۴۰۰,توافقی,,۳ از ۵,۳,1,1,1,1,35.777817,51.485165,gY6thjjA
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۶۰,۱۳۸۵,۹٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,۴,۳,1,1,1,1,,,gY2lkkDA
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۰۱,۱۴۰۰,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵۷٬۴۲۶٬۰۰۰ تومان,۳ از ۵,۲,1,1,1,1,,,gY85ue6X
apartment-sell,آپارتمان,تهران,حسین‌آباد,tehran,۱۴۵,۱۳۹۳,۹٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۶۵٬۱۷۲٬۰۰۰ تومان,۱,۳,1,1,1,1,35.77356,51.48038,gY_xHQHq
